,TCGA-A6-2671-01A,TCGA-A6-2674-01A,TCGA-A6-2676-01A,TCGA-A6-2677-01A,TCGA-A6-2677-01B,TCGA-A6-2678-01A,TCGA-A6-2679-01A,TCGA-A6-2680-01A,TCGA-A6-2681-01A,TCGA-A6-2682-01A,TCGA-A6-2683-01A,TCGA-A6-2684-01A,TCGA-A6-2684-01C,TCGA-A6-3807-01A,TCGA-A6-3808-01A,TCGA-A6-3809-01A,TCGA-A6-3809-01B,TCGA-A6-3810-01A,TCGA-A6-3810-01B,TCGA-A6-5656-01A,TCGA-A6-5656-01B,TCGA-A6-5659-01A,TCGA-A6-5659-01B,TCGA-A6-6141-01A,TCGA-A6-6650-01A,TCGA-A6-6650-01B,TCGA-A6-6780-01A,TCGA-A6-6780-01B,TCGA-A6-6781-01A,TCGA-A6-A565-01A,TCGA-A6-A566-01A,TCGA-A6-A567-01A,TCGA-A6-A56B-01A,TCGA-AA-3494-01A,TCGA-AA-3495-01A,TCGA-AA-3502-01A,TCGA-AA-3509-01A,TCGA-AA-3510-01A,TCGA-AA-3514-01A,TCGA-AA-3516-01A,TCGA-AA-3518-01A,TCGA-AA-3529-01A,TCGA-AA-3534-01A,TCGA-AA-3548-01A,TCGA-AA-3549-01A,TCGA-AA-3553-01A,TCGA-AA-3555-01A,TCGA-AA-3558-01A,TCGA-AA-3664-01A,TCGA-AA-3666-01A,TCGA-AA-3672-01A,TCGA-AA-3675-01A,TCGA-AA-3681-01A,TCGA-AA-3685-01A,TCGA-AA-3688-01A,TCGA-AA-3692-01A,TCGA-AA-3693-01A,TCGA-AA-3715-01A,TCGA-AA-3812-01A,TCGA-AA-3861-01A,TCGA-AA-3947-01A,TCGA-AA-3956-01A,TCGA-AA-3966-01A,TCGA-AA-3968-01A,TCGA-AA-3970-01A,TCGA-AA-3977-01A,TCGA-AA-3994-01A,TCGA-AA-A00N-01A,TCGA-AA-A00Q-01A,TCGA-AA-A00R-01A,TCGA-AA-A00U-01A,TCGA-AA-A00Z-01A,TCGA-AA-A010-01A,TCGA-AA-A01C-01A,TCGA-AA-A01D-01A,TCGA-AA-A01G-01A,TCGA-AA-A01I-01A,TCGA-AA-A01K-01A,TCGA-AA-A01P-01A,TCGA-AA-A01Q-01A,TCGA-AA-A01R-01A,TCGA-AA-A01S-01A,TCGA-AA-A01T-01A,TCGA-AA-A01V-01A,TCGA-AA-A01X-01A,TCGA-AA-A02K-01A,TCGA-AA-A02O-01A,TCGA-AA-A02R-01A,TCGA-AA-A02W-01A,TCGA-AA-A02Y-01A,TCGA-AA-A03F-01A,TCGA-AA-A03J-01A,TCGA-AA-A03J-11A,TCGA-AD-A5EJ-01A,TCGA-AD-A5EK-01A,TCGA-AY-4070-01A,TCGA-AY-4071-01A,TCGA-AY-A54L-01A,TCGA-AZ-4308-01A,TCGA-AZ-4313-01A,TCGA-AZ-4315-01A,TCGA-AZ-4614-01A,TCGA-AZ-4615-01A,TCGA-AZ-4681-01A,TCGA-AZ-4682-01B,TCGA-AZ-4684-01A,TCGA-AZ-6601-01A,TCGA-CA-5256-01A,TCGA-CA-6717-01A,TCGA-CA-6718-01A,TCGA-CK-4951-01A,TCGA-CM-4744-01A,TCGA-CM-4746-01A,TCGA-CM-4747-01A,TCGA-CM-4748-01A,TCGA-CM-4750-01A,TCGA-CM-4752-01A,TCGA-D5-6540-01A,TCGA-NH-A50T-01A,TCGA-NH-A50V-01A,TCGA-QG-A5YV-01A,TCGA-QG-A5YW-01A,TCGA-QG-A5YX-01A,TCGA-QG-A5Z1-01A,TCGA-QG-A5Z2-01A,TCGA-AF-2689-01A,TCGA-AF-2691-01A,TCGA-AF-2692-01A,TCGA-AF-3913-01A,TCGA-AG-3574-01A,TCGA-AG-3582-01A,TCGA-AG-3593-01A,TCGA-AG-3727-01A,TCGA-AG-3728-01A,TCGA-AG-3878-01A,TCGA-AG-3881-01A,TCGA-AG-3882-01A,TCGA-AG-3885-01A,TCGA-AG-3887-01A,TCGA-AG-3890-01A,TCGA-AG-3892-01A,TCGA-AG-3893-01A,TCGA-AG-3894-01A,TCGA-AG-3896-01A,TCGA-AG-3898-01A,TCGA-AG-3901-01A,TCGA-AG-3902-01A,TCGA-AG-3909-01A,TCGA-AG-3999-01A,TCGA-AG-4001-01A,TCGA-AG-4005-01A,TCGA-AG-4007-01A,TCGA-AG-4008-01A,TCGA-AG-4015-01A,TCGA-AG-A002-01A,TCGA-AG-A008-01A,TCGA-AG-A00C-01A,TCGA-AG-A00H-01A,TCGA-AG-A00Y-01A,TCGA-AG-A011-01A,TCGA-AG-A014-01A,TCGA-AG-A015-01A,TCGA-AG-A01L-01A,TCGA-AG-A01N-01A,TCGA-AG-A01W-01A,TCGA-AG-A01Y-01A,TCGA-AG-A020-01A,TCGA-AG-A032-01A,TCGA-EI-6917-01A,TCGA-F5-6814-01A,TCGA-IG-A3I8-01A,TCGA-IG-A3QL-01A,TCGA-IG-A3Y9-01A,TCGA-IG-A3YA-01A,TCGA-IG-A3YB-01A,TCGA-IG-A4P3-01A,TCGA-IG-A4QT-01A,TCGA-IG-A50L-01A,TCGA-IG-A51D-01A,TCGA-IG-A5B8-01A,TCGA-IG-A5S3-01A,TCGA-IG-A97I-01A,TCGA-JY-A93C-01A,TCGA-L5-A43C-01A,TCGA-L5-A43E-01A,TCGA-L5-A43H-01A,TCGA-L5-A43I-01A,TCGA-L5-A43J-01A,TCGA-L5-A43M-01A,TCGA-L5-A4OE-01A,TCGA-L5-A4OF-01A,TCGA-L5-A4OG-01A,TCGA-L5-A4OH-01A,TCGA-L5-A4OI-01A,TCGA-L5-A4OJ-01A,TCGA-L5-A4OM-01A,TCGA-L5-A4ON-01A,TCGA-L5-A4OP-01A,TCGA-L5-A4OR-01A,TCGA-L5-A4OS-01A,TCGA-L5-A4OT-01A,TCGA-L5-A891-01A,TCGA-L5-A8NE-01A,TCGA-L5-A8NN-01A,TCGA-L7-A56G-01A,TCGA-L7-A6VZ-01A,TCGA-LN-A49K-01A,TCGA-LN-A49L-01A,TCGA-LN-A49M-01A,TCGA-LN-A49N-01A,TCGA-LN-A49O-01A,TCGA-LN-A49P-01A,TCGA-LN-A49R-01A,TCGA-LN-A49S-01A,TCGA-LN-A49U-01A,TCGA-LN-A49V-01A,TCGA-LN-A49W-01A,TCGA-LN-A49X-01A,TCGA-LN-A49Y-01A,TCGA-LN-A4A1-01A,TCGA-LN-A4A2-01A,TCGA-LN-A4A3-01A,TCGA-LN-A4A4-01A,TCGA-LN-A4A6-01A,TCGA-LN-A4A8-01A,TCGA-LN-A4MR-01A,TCGA-LN-A5U5-01A,TCGA-LN-A8I1-01A,TCGA-LN-A9FQ-01A,TCGA-V5-A7RC-01B
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422,0,0,0,0,0,0,0,0.000448,0,0,4.51E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.001175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,0.000369,0,0,6.94E-05,0,0,0,1.91E-06,1.88E-05,9.21E-05,0,0,0,0,0,0,0,7.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,0,0,9.08E-06,7.39E-05,0,0,0.000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,7.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009774,0,0,0,0.000176,0,0,0,0.034162,1.62E-05,0,0,0,0,0,0,0,0,0,0.001377,0,0,0,0,0,5.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51E-05,0,0,0,0.000157,0,0,0,0,0,0,0,0,0,0,0,0.008942,0,0.000275,0,0,0,0,0,0,0,0,0.00066,0,0,0,0.042553,0,0,0,0,0,0,0,0,0.035425,0,0,0,0,0,0,0.005133,0,0,9.64E-05,0.00213,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187,0,5.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-06,0,0,0,0,0,0,0,0,0,3.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105,0,0,0,0,0,0,0,0,0,1.56E-06,0,0,0,0,0,0,0.000944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0.000916,0,0,0,5.40E-05,0,0,0,0.090241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002981,0,0.003298,0,0,0,0,0,0,0,0,0,0,0,0,0.042553,0,0,0,0,0,0,0,0,0.133682,0,0,0,0,0,0,0.000551,0,0,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-05
729,0.001844,0.003933,0,0.000236,0,0.000164,0.001903,0.000366,0.000315,0,0,0,0.002876,0,0.000561,0,8.67E-05,0.000648,0.002522,0,0,0,0.002288,0,0,0,0.00013,6.41E-05,8.71E-05,0,0,0.000217,0,0,0,0.000122,0,0,0,6.33E-06,0,0,0,0.007194,0,0,0,0,0.000558,0.000296,0.00025,0.001043,0.00542,0.000156,0.006678,0,0,0,0.00027,0,2.06E-05,9.04E-06,0,0,0.000964,0.000537,0.000434,0.000154,0,0.0012,0,0.004183,0,0,0,0.000546,0.00479,0,0,9.34E-06,0,0.000391,8.03E-06,0,0,0,0.008125,0,0,0.00045,4.06E-05,0,0,0,0.000574,0.000362,0,5.69E-05,0,0,0,0,0,0,0,0,3.18E-05,0,0.028571,0,0,7.88E-05,0.001484,0.000611,0,0,0.001289,0.001797,0.000324,0,0,0.000367,3.23E-05,0,9.24E-06,7.84E-05,0,0,0,0,0,0,3.18E-05,0,0,0,0.241379,0.000129,0.000134,0.003456,0,0,0,0,0,0,0,0,0,0,8.88E-05,0,0.000405,0.000412,0.000106,9.45E-05,0.000568,0,0.002197,0,0,0,0,0,0,0,0,0.000124,0,1.09E-05,0,0,0,0,0.042146,0,0,8.45E-05,0,0,0.036697,0.000989,0,0,0,0.042553,0,0,0,0,0.003226,0,0,0,0.000292,0,0,0,0,0,0,0.001293,0.000981,0,0.000202,0.005325,0,0.005682,0,0,0,0,0,0,0,0,0,0,0.004864,0.005188,0,0,0.001923,0,0,0,0.001648,0,0.013575,6.79E-05
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62E-06,0,8.88E-05,4.65E-05,0,0,0,7.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,0,0,0,1.39E-05,0,0,0,1.91E-06,3.55E-05,0,0,0,0,0,0,0,0,4.95E-05,0,0,0,0,0,0,0,0,0.000456,0,0,0,0,0,0,0,0,0.000245,0,0,0.000347,0,0,0,0,0,0,0,0,0,0.001687,0,0,0,0,0,0,0,0.002255,0,0.00027,0,0,0,0,0,0,0,0.000191,0,0,0.000157,0,0.000697,0,0,0,0,0.002395,0,0,0.000179,2.86E-06,0,4.96E-05,0.000904,0,0.166667,0,0,0,1.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000239,0,0,0,0.001289,0,0,0,0.006024,0,0.000825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0.000864,0,0,0,0,0,0,0.001578,0.006869,0,0.000132,0.001597,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0.001946,0,0,0,0,0,0,0.00033,0.000299,0,7.45E-05
735,0,0,0,0,0,0,0,1.77E-05,3.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002288,0,0,0,0,0,0,0,0,0,0,0,0.000467,0,0,0,0,0,0,0,0,0,3.26E-05,0,0,0,8.19E-05,0.00121,0,0.000117,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0.000278,0,0,0,0,0,0.000349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58E-05,0.001222,0,0,0.000644,0.01178,0,0,0,0.001959,0,0,0,0.000216,0,0,0,0,0,0,3.18E-05,0,0.059701,0,0,0,5.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260805,0.129151,0.005771,0.03912,0,0,0,0,0,0,0.146789,0.001649,0,0,0,0,0,0,0,0.047244,0.009677,0,0,0.001038,0.000936,0,0,0,0,0,8.98E-05,0.015171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011312,4.75E-06
736,0,0,0,0,0,0,0,7.63E-06,4.63E-06,0,0,0,0,0,0,0,0,4.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27E-05,0,0,0,0,0,0,0,0,5.19E-05,0.00028,0,0,0,0.000156,0,0,0,0,0,0,0,0,0,0,0.000482,9.94E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101,0.000611,0,0,0,0.001905,0,0,0,0.001347,0,0,0,0,0,0,0,0,0,0,6.37E-05,0,0.029851,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-05,0,0.000568,0,0.000314,0,0,0,0,0,0,0,0,0,0,0,0.041729,0.02214,0.001099,0.012225,0,0,0,0,0,0,0.018349,0.00033,0,0,0,0,0,0,0,0,0,0,0,0,0.001479,0,0,0,0,0,0,0.001084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649,0,0,0,0,0,0,0,0,0.00905,1.47E-05
739,0,0,0,0,0,0,0,0,9.14E-05,0,0,0,0,3.04E-05,0.000187,0,5.20E-05,3.30E-05,0,0,0,0,0,0,0,0,0.007753,0.000144,0,0,0,0,0,0,0,0,0,0,0.001041,0,0.013106,0,0,0,0,0,0,0,0.024563,0,0,0,0,0,0,0.000306,0,0,0,0,0,0,0,0,0,0,0,5.12E-05,0,0.000102,0,0,0,0,0,0,0,0,0,2.34E-05,0,0,0,0.043819,0,0,0,0,0,0,0,0,0,7.75E-05,0,0,0,9.49E-06,0,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0.000192,0,0,0,0,5.40E-05,0,3.06E-05,0.319277,0.004163,0.015147,0,0,0,0,0,0,0,0,0,0,0,0.059701,0,0,0,0,0.001296,0,0,0,0,0,0,0,0,0,0,0.000355,0,0,5.89E-05,0.022001,0,0,0,0,0,0,0,0,0,0.000359,0,0.000512,0,0,1.45E-05,0,0.02583,0.000275,0.00489,0,0,0,1.75E-05,0,0,0,0.032652,0,0,0,0,0,0.285714,0,0,0,0,0,0,0.000349,0,0,0,0,0,0,0.000989,0,0,0.001614,0.00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005769,0,0,0,0.00011,0,0.002262,0.001161
817,0.054572,0,0.040559,0.000694,0,0,0.047574,0.001218,0.000101,0.023294,0.000635,0.00979,0.013423,0.128719,0.004019,9.42E-06,6.94E-05,0.000631,0.002161,0.000661,0.002882,0.004739,0.003432,0.134787,0.034483,0,0.021826,0.03435,0.190957,0.000624,0.002328,0.000434,0,0.013652,0.003503,0.019224,0,0.029756,0.017761,0.000195,0,0.032021,0.029614,0.136691,0.057795,0,6.55E-05,0,0.000386,0.02702,0.131293,0.016874,0.010538,0.084062,0.071786,0.004977,0,0.02821,0.00027,0.001233,2.06E-05,0.03097,0.04522,0,0.01759,0.008588,0.039806,0.058306,0.001535,0.090173,0.05977,0.002091,0.000197,0.002834,0,0,0,0.031147,0,0.015568,0.01277,0.002131,0.012348,0.010395,0.031674,0,0.009541,0.014508,0,0.00413,0.019875,0,0,0,0.003362,0,0.007491,0.000417,0.012903,0,0,0.013423,0,0,0.000658,0,3.18E-05,0,0,0.000963,0,0.000236,0.009146,0.006414,0.007105,0,0,0.040053,0.000324,7.14E-05,0,0.012734,0.006203,0,0.000989,0,0,0.003646,0.002259,0.029306,0.081788,0.039563,0.011987,0.01389,0,0,0.017241,0.037058,0,0.002768,0.004596,0.000493,0,0.035712,0,0.021166,0,0.057466,0.106833,0.022907,0.000266,2.33E-05,0.000762,0.008682,0.06988,0.035905,0,0.014857,0.003924,0,0,0.00215,0.082051,0,0.031082,0.04878,0.00256,0.003217,0.014819,0.017308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0.0059,0,0.011905,0.019555,0.013965,0,0,0.012422,0.031162,0.000368,0.000404,0.099014,0.048897,0,0,0.000484,3.47E-05,7.23E-05,0,0.00011,0,0.003791,0,0.004955,0.051724,0,0.00013,1.60E-05,0.008973,0,0.00092,0.000868,0,5.35E-05,0.00327,0.01053,0,0.000496,0.005958,0.005268,0.019659,0.005565,0.001674,0,0.001891,0.004183,0.001401,0,0.031393,0.001653,0.000125,0.01035,0.004617,0.000234,0.015025,0.003905,0.006764,0.000318,0.055946,0.005778,0.016868,0.027947,0.004772,0.001789,0.035422,0.007256,0.017916,0.13186,0.005432,0.026125,0.010345,0.042349,4.91E-05,0.002834,0,0.003142,0,0.004944,0,0.000844,0.002269,0.002298,0.01677,0,0,0,0.010584,0.048402,0.007648,0.01429,0.005453,0.018349,0.010918,0.000542,0.045268,0.00217,0,0.001186,0.005499,0,0,0,0,0,0.002633,0,9.54E-05,0,0,0.217409,0.002252,0.054452,0.028299,0.004276,0.002676,0.000644,0,0.001189,0.036154,0.000817,0.012048,0.001592,0.000267,0,0.008038,0.008522,0,0.006605,0.006732,0,0.000644,0,0.009924,0.017483,0,0.000105,0.008621,0.013976,0.014633,0.005866,0.079572,0.002467,0,0.031671,0,0.011796,0,0.017682,0.012076,0.004998,0.011723,0.00713,0.000741,0.02106,0.006494,0.004076,0,0.002286,0.008162,0.018156,0,0.011464,0.010256,0.075031,0.000898,0,0.001664,0.058014,0.001421,0.000829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0.003319,0,0.000706,0.000777,0.000748,0.002464,0,0.001528,0.000316,0,0.001723,0.003351,0,0.000243,0,0.00022,0,0.011618,0.007565,0.001212,0,0.002844,0,0,0,0,0.000847,8.01E-05,0.001359,0.002495,0.011261,0.00369,0,0.000642,0.003503,0.001102,0.003711,0,0.001795,0.00023,0,0.000906,0.000617,0,0.00013,0.002091,0.001691,0,0.001721,0.001358,0.000635,0.001389,0.000201,0.000937,0,0.000459,0.002255,0.000147,0.005,0.000725,0.005929,0.006044,0.001181,0.001789,0.010843,0.002356,0.001166,0.013432,0.002125,0.000285,0,0.000349,0.000802,0.001063,0.004955,0.002596,0.00479,0.000165,0.142857,0.000112,0.002846,0.005582,0.000645,0,0,0,0.003118,0,0.001912,0.004924,0.001676,0.009174,0.001158,0,0.006916,0.000723,0,0.008606,0.001653,0,0,0,0,0.005464,0.003292,0,0.000397,0,0,0.001854,0.004505,0.000788,0.001437,0.001222,0.002491,1.84E-05,0,0.000554,0.000324,0.013085,0,0.000122,0,0,0.001885,8.30E-06,0,0.001372,0.001402,0,0.000685,0,0.000579,0.006897,0,0.000473,0,0.000182,0.000161,0.002064,0.00105,0.014555,0.000676,0.00219,0,9.83E-05,0,0.001473,0.000219,0.001666,0.000888,0.000913,0.000322,0.00444,0.018319,0.001961,0,0.002286,0.000942,0,0,0.002627,0.010256,0.00984,0.000359,0.04878,0.00128,0.000186,0.002639,0.001032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0.044801,0,0.012511,0.045605,0.049875,0.080082,0.11608,0.090616,0.030248,0.000621,0.016226,0.083218,0.071908,0,0.001682,0.000487,0.000503,0.037955,0.014409,0.000551,0,0.08436,0.048055,0.011893,0,0,0.003192,0.000144,0.010628,0.200873,0.046156,0.034435,0,0.000161,0.020318,0.046406,0,0.000195,0.01319,0.001863,0,0,0.012493,0,0.002462,0.000697,0.010369,0,0.001474,0.024769,0.000531,0.007336,0.03613,0.006634,0,0.018683,0.002255,0.00058,0.024189,0.00498,0.005485,0.00115,0.002693,0.026834,0.02241,0.032504,0.043205,0.05168,0.01594,0.007394,0.031954,0.077379,0.000115,0.046211,0,0.046038,0.014371,0.001648,0,1.64E-05,0.005258,0.009078,0.001663,0,0.031674,0,0.006236,0.000257,0.003824,0.000439,0.014892,0.100917,0.169095,0.000155,0.053715,0.03472,0,0.04379,0.011897,0.002732,0.002101,0.033557,0,0.016393,0.018433,0.003911,0.005978,0,0,0.046905,0.004505,0.005162,0.008619,0.004276,0.006828,0.000754,0.030928,0.073272,0.000649,0.006359,0,0.003551,0.001634,0.111111,0.05963,0.000151,0,0.009998,0.026951,0.005159,0.003501,0.008775,0.000518,0.006897,0,0.001104,0.043103,0.003026,0.000725,0.009965,0.000113,0.009005,0.015889,0.017591,0,0.001409,0.043478,0.027505,0.000715,0.007497,0.004085,0.000657,0.000448,0.014836,0.014499,0.005754,0.001136,0.006857,0.01444,0.001047,0,0.002388,0,0.01845,0.001437,0.01626,0.036094,0.013461,0.001218,0.002372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0.000101,0.001901,0.003741,0,0,0.00034,0.00035,0.001036,0.000535,0.000153,0,0,0,7.85E-05,1.73E-05,0.003803,0.002522,0.001542,0,0.001896,0,0.001652,0,0,0,0,0.001289,0,0.001322,0,0,0,0,0.000367,0.001855,1.50E-05,0.004856,9.87E-05,0.016484,0.000881,0.00025,0,0,0,8.90E-05,0,1.82E-05,0.000776,0.00127,0.000231,0,0.000859,0,0.001608,0,1.63E-05,0.003243,0.000483,0.001186,0.000417,0.000189,0.001789,0,0.001402,0.003281,0.009185,0.000472,0.00057,0,0.002091,8.19E-06,0.001023,0,0.00082,0,0.001154,0,7.79E-06,0.000832,0.002089,0,0,0,0,0,0.002568,0,0.002515,0.000783,0.027523,0.032735,0,0.005276,0.001085,0,0.000218,0.000144,0,0,0,0,0,0.005267,0,0,0,0,0.003334,0.002252,0.002325,0.000383,0.001222,0.000923,0,0,0.00027,0.008755,0.000306,0,0.000367,4.04E-05,0,0.001534,1.07E-05,0,0.000289,0.000187,0.00055,0.000559,0,3.18E-05,0,0,0,0,1.74E-05,0,5.60E-05,5.67E-05,0.00074,0,0.00068,0,0.000557,0,0,0.000695,0.000833,0,9.31E-05,0.000194,0.000353,0.003387,0.000673,0,0.003429,0,0,0,0.000717,0,0,0,0,0,0.000247,0.000812,9.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0.276043,0.000333,0,0,0,0,3.76E-05,4.60E-05,0.000163,0,0,0,0,5.02E-05,0,0,0,0,0,0.001896,0.002288,0,0,0,0.000195,0.000128,0.000209,0,2.16E-05,0,0,0.016062,0,0.000122,0,0.013126,0,0,0,0,0,0,9.78E-05,0,3.91E-06,0,0.000211,0,2.08E-05,0.001105,0.000502,0,0,0,0,0.043842,0.001351,0,4.12E-05,0,0.002221,0.001789,0,9.94E-06,0,0,0,0.001121,0,0.000349,0.001318,0,0,0,0,0.00033,0,0.000778,0.002108,6.67E-05,0.024082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49E-06,0,0,0,0,0,0,0,0,3.18E-05,0,0.057143,0.000132,0,0,0,0,9.23E-05,0,0.000644,0,0,0.000225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-05,0,0,0,0.00128,0,0,0.000133,0,0,2.65E-05,0,0,0.005682,0,0,0.003036,0,0.079171,0.044248,0,0.000336,0.010811,0.01227,0,0.01297,0.01718,0.014682,0.005769,0,0,0,0,0,0,0.000125
